linear_regression,lasso_selection,correlation_selection,lasso,splines
-12.741620270209257,-27.19652830505008,-27.914409489864838,-30.388429981759103,-6.851327048239548
-31.963758273056772,-13.099555959700776,-38.8890426302681,-32.876397852105555,-15.17369369732227
-18.578971636126916,-15.236553738420362,-18.20478948399435,-19.913195557301652,-30.03263177530498
-15.887568449367421,-24.585728590732987,-17.72128752577252,-23.25273246915009,-9.567036258985773
-17.525779216603333,-26.59264957864361,-19.619690394878422,-37.287276467248105,-11.487196408312359
-13.936937523732057,-42.14912825782724,-24.894269890742898,-20.27634944156735,-10.774441354282246
-24.1504311503547,-20.509727357746776,-47.34555152807334,-11.416233982606192,-11.174546354313836
-30.52457072113904,-19.16000112244808,-17.015762400876547,-13.894101069202947,-26.29251077142775
-35.96395838622031,-12.337453263938821,-18.685451432833993,-36.026345954275634,-15.52247217956629
-24.441632299761626,-21.468567856467917,-15.882840742956855,-34.68269181890132,-14.467270707957766
-22.834975594721612,-35.282756950348904,-37.7068338814294,-22.63135192840178,-12.313687810399058
-35.930960773538146,-21.462284476007568,-24.21027001334596,-23.601338358313395,-23.954607468245367
-13.624006133136733,-19.132521107882233,-18.961708333049533,-32.0686226547153,-11.043246095941862
-25.677321779268784,-9.24507709019266,-21.366903377313104,-20.587481674150848,-21.37729630461068
-17.905102560759243,-19.967365288171692,-36.47528106507043,-37.13069257071134,-15.567483112983654
-25.7710614375379,-27.636045994438167,-16.26540138455219,-19.189020920182223,-11.604300593756369
-22.40400189582858,-30.779643140400694,-13.720232845096731,-16.574642791263912,-10.398157844950331
-32.48234459569843,-19.368455297514757,-23.715700496325155,-14.614366566705215,-15.356949640728246
-16.18753051878918,-23.14355870989582,-31.450339108564208,-22.59684863385161,-10.026623791157235
-27.619840598002778,-30.949704986423935,-19.47223184921457,-11.506714663765568,-36.03712153404796
-22.54915282021748,-32.53881564020252,-31.868008836640165,-63.97534982315275,-14.916907969215359
-34.31757511523858,-30.40758505696389,-26.22016315910258,-11.921592786364053,-15.943728139889615
-17.839632338935445,-26.336264452383293,-14.989529536488835,-13.476204225014513,-15.812559741165643
-17.704588889523748,-30.641496222667016,-12.74829774076162,-28.756198262655357,-9.583066860370545
-24.40327951803203,-20.47072878226468,-43.85444510521218,-43.61742140407959,-9.475826473694354
-21.36307439552271,-15.723888976166833,-13.098830798654316,-19.598096552843177,-17.801893094035645
-18.57561731766031,-32.543809902857824,-22.840738940772024,-13.715936044640209,-12.076451254576904
-15.949407839245826,-20.5175282938873,-40.09369950456188,-43.19676553911698,-11.64353945810336
-29.489721540451104,-16.567043451333465,-21.77659666004864,-10.780944078889314,-21.526722338023415
-26.959595541759008,-11.226998505072384,-18.910730801491383,-23.975731768752404,-24.464766263320158
-37.83604207565281,-32.106105997879006,-19.94728545600388,-39.32318109885082,-13.844775890303568
-32.4802728088318,-28.320209024873048,-28.203100693486213,-13.335614810351341,-25.977568130735786
-22.75254150009206,-15.76945819511858,-18.303289070246198,-23.43917147771837,-15.561187464907078
-41.26547254292645,-32.88806659556519,-21.7192134566106,-10.75405822104299,-11.374889637989886
-21.10837854528709,-16.78371234772575,-17.986308207178237,-13.988224747926134,-9.251253210724096
-19.00840723894246,-24.376272576847427,-17.310989366067982,-30.3838060895048,-22.151447188940676
-19.728673102227905,-34.85369650318352,-19.454959847671468,-28.21998214113766,-34.29249476361891
-31.347610087330605,-28.95420473364986,-36.71775771081232,-18.792632712827153,-8.948335052353139
-17.73990035706404,-21.823907405309583,-29.164671669351897,-28.187792031215036,-17.37757491072438
-14.02182534809078,-15.259549207278344,-13.529489120935814,-28.822764361702898,-9.747797532641156
-11.273463995834994,-23.131175268586794,-29.15903790773242,-22.623314287113256,-22.666839314137455
-39.078529205824,-22.940713237262568,-41.88036494794883,-38.46624780071729,-13.771788663613963
-18.06826974521222,-20.530572877874942,-14.145767079129902,-18.25887351216409,-19.846348280787492
-18.69019928904454,-13.08668870300827,-35.62000122461986,-11.919830718206214,-10.989465454184932
-25.5215715358724,-18.212753223014182,-29.990628862498813,-25.183956255024512,-37.92819674313519
-20.61439601689146,-58.260514331100595,-16.514841768107534,-58.929093017315566,-15.525876268831366
-26.894237844935734,-17.245186035932317,-21.575354788113465,-10.974868163154946,-14.212801714925185
-16.16250253050499,-16.080992505969842,-25.26332042165042,-21.489583750494678,-11.571676443549382
-29.27610675662434,-17.09612837941642,-19.563442636876786,-18.275062747045048,-22.300765893739925
-40.876331478267026,-43.688117471467095,-18.131889640826067,-20.190943650983584,-8.806877847339981
-22.160494608746827,-19.49362907950615,-24.592363660563187,-41.21036730366008,-7.991266418834839
-22.990254051834057,-20.788106379200663,-31.084610348492106,-19.772224779482762,-11.616798089504542
-36.721855034577935,-30.248915144832296,-16.53396610942809,-23.8760448363856,-7.664064119914521
-44.629551763649026,-31.879175712027983,-31.483854607015086,-19.464926922953698,-12.891568129948059
-21.73408973806783,-16.50112878972919,-22.420393028236813,-35.66731274300672,-10.165967280795797
-30.52669170395028,-13.802219743415533,-16.84882949454363,-20.516577232719456,-12.071363762298818
-13.993815941089256,-39.611185353603325,-17.07495038332298,-10.225808464594312,-10.324953483340902
-13.979428062292708,-15.377203761190922,-37.55887384522446,-24.65661258546645,-14.994615892968211
-12.267208955239498,-23.418717813701722,-16.4012525650005,-18.570650489698725,-23.04281605009505
-24.28870009502478,-30.5559827116221,-37.77747123540382,-36.86252865653918,-23.76661909688479
-13.998511917614957,-23.518887290504622,-35.90491515610629,-43.377816077524805,-22.355190925097048
-25.756411233225766,-9.91504960494818,-10.291193101514082,-15.50599090332324,-26.374520957796484
-18.3531037270651,-17.640926380850743,-32.74782315746217,-18.692786773637668,-6.881399283945022
-20.83938328270487,-24.508523208497646,-19.12882120886636,-26.45660415978412,-11.924349583345014
-17.817878083376325,-15.640411441300442,-40.81908369567329,-25.77045043200886,-25.36143268200785
-11.877429764955327,-18.969928366620675,-23.499829841509115,-22.018659374504125,-17.710351071058135
-34.72805894052323,-15.896672255189156,-24.56617955657607,-30.4132461444122,-25.287497861207402
-13.185078122456298,-30.871584448184286,-28.7281106308834,-21.89382436458622,-10.842586958748656
-21.855535704104124,-34.781610623497954,-14.410292271467329,-14.3849878257031,-14.865231612843882
-47.3179611001238,-29.196753826687893,-24.452011277598636,-35.70498396974731,-10.374623950156385
-33.96303090608665,-37.90581316758548,-14.833351856346308,-17.734974240260875,-11.59020308718476
-22.904745198709374,-14.847857036984367,-18.508919996293024,-24.87574827297939,-30.57219013064217
